                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                  1.737,                 1.3984,                 1.5351,                0.54986,                0.57857,                0.56814,                0.27024,                 1.9404,                 1.4038,                 1.6202,               0.008911,               0.008911,               0.008911
                     35,                 1.7309,                 1.3904,                 1.5343,                 0.4742,                0.36164,                0.35522,                0.12915,                 2.5046,                 2.2616,                 1.8932,               0.008878,               0.008878,               0.008878
                     36,                 1.7299,                 1.3897,                 1.5282,                0.46043,                0.38246,                0.36257,                0.13337,                 2.4681,                 2.1854,                 1.8922,               0.008845,               0.008845,               0.008845
                     37,                 1.7429,                 1.3977,                 1.5449,                0.43255,                0.36448,                0.32788,                0.11095,                 2.6685,                 2.1323,                 1.9778,               0.008812,               0.008812,               0.008812
                     38,                 1.7367,                 1.4011,                 1.5425,                0.44692,                0.34776,                 0.3271,                 0.1151,                  2.631,                  2.245,                 1.9563,               0.008779,               0.008779,               0.008779
                     39,                 1.7401,                  1.397,                 1.5389,                 0.3435,                0.32125,                0.25722,                0.07372,                 3.0461,                 2.0775,                 2.1345,               0.008746,               0.008746,               0.008746
                     40,                 1.7365,                 1.3957,                 1.5371,                0.32126,                0.18152,                0.17191,                0.04797,                 3.3334,                 2.5307,                 2.3257,               0.008713,               0.008713,               0.008713
                     41,                 1.7436,                 1.4021,                 1.5422,                0.31613,                0.21529,                0.17848,                  0.048,                 3.3137,                 2.3964,                 2.3225,                0.00868,                0.00868,                0.00868
                     42,                 1.7314,                  1.391,                 1.5289,                0.33527,                0.20071,                0.18847,                0.05152,                 3.3109,                 2.4713,                 2.3167,               0.008647,               0.008647,               0.008647
                     43,                 1.7307,                 1.3884,                 1.5317,                0.37321,                0.16455,                0.18238,                0.04917,                 3.3412,                 2.7409,                   2.37,               0.008614,               0.008614,               0.008614
                     44,                 1.7402,                 1.4061,                 1.5429,                0.33531,                0.17093,                0.16614,                 0.0421,                 3.3906,                 2.7772,                 2.4595,               0.008581,               0.008581,               0.008581
                     45,                 1.7352,                 1.3846,                 1.5347,                0.30228,                0.17831,                0.15892,                0.04069,                 3.4319,                 2.6554,                 2.4651,               0.008548,               0.008548,               0.008548
